No,Business Name,Category,Address,Phone,Website,Rating,Reviews,Google Maps URL,Search Query
64,"Công ty CP Saigon Apartment Management","Corporate office","3-5 Đ. Số 7, An Khánh, Hồ Chí Minh, Vietnam",+84 28 6275 7479,https://saigonam.com.vn/,3,2,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20CP%20Saigon%20Apartment%20Management&query_place_id=ChIJkXmPKgAldTEROr_gsrsXRIw","property management company Ho Chi Minh City"
65,"Honeycomb","Real estate agency","Villa 26C Road no. 10, Thao Dien Ward, An Khánh, Hồ Chí Minh 700000, Vietnam",+84 906 358 359,https://www.honeycomb.vn/,4.8,227,"https://www.google.com/maps/search/?api=1&query=Honeycomb&query_place_id=ChIJiwk-hKsodTER-GQwinZH-ZY","property management company Ho Chi Minh City"
66,"Housing Saigon","Apartment rental agency","1/6 Đ. Hồ Biểu Chánh, Phú Nhuận, Hồ Chí Minh 72207, Vietnam",+84 941 009 153,https://housingsgn.com/,3.8,9,"https://www.google.com/maps/search/?api=1&query=Housing%20Saigon&query_place_id=ChIJNQRe0qQpdTERY7FpTk29N10","property management company Ho Chi Minh City"
67,"PVTO I Vietnam Real Estate I Saigon Property","Property management company","Landmark 1, Vinhomes Tân Cảng, Thạnh Mỹ Tây, Hồ Chí Minh, Vietnam",+84 798 300 029,http://www.vto.org.vn/vto,5,1,"https://www.google.com/maps/search/?api=1&query=PVTO%20I%20Vietnam%20Real%20Estate%20I%20Saigon%20Property&query_place_id=ChIJM1JC1CcpdTERLXeHCUqc9h8","property management company Ho Chi Minh City"
68,"N-Asset Vietnam Company Limited","Property management company","31C Lý Tự Trọng, Sài Gòn, Hồ Chí Minh, Vietnam",+84 28 3822 4300,https://n-asset-vietnam.vn/,4.8,44,"https://www.google.com/maps/search/?api=1&query=N-Asset%20Vietnam%20Company%20Limited&query_place_id=ChIJPQC88EgvdTERZQm3k3bv278","property management company Ho Chi Minh City"
69,"Công Ty BDS Anh Nguyễn - Anh Nguyen Real Estate Ltd","Property management company","10 Đường Nội Khu 1, Khu đô thị Phú Mỹ Hưng, Tân Mỹ, Hồ Chí Minh, Vietnam",+84 913 780 858,https://anhnguyenrealty.com/,4.9,21,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20BDS%20Anh%20Nguy%E1%BB%85n%20-%20Anh%20Nguyen%20Real%20Estate%20Ltd&query_place_id=ChIJAQBwVmcldTERURKaEsaOIis","property management company Ho Chi Minh City"
70,"JLL Ho Chi Minh City Real Estate","Property management company","26/F Saigon Trade Center, 37 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh 70000, Vietnam",+84 28 3911 9399,https://www.jll.com/en-sea/locations/ho-chi-minh-city,3.2,17,"https://www.google.com/maps/search/?api=1&query=JLL%20Ho%20Chi%20Minh%20City%20Real%20Estate&query_place_id=ChIJjWUFxUsvdTERjuGQfjI0jH4","property management company Ho Chi Minh City"
71,"Suzuki Real Estate Vietnam","Real estate agency","21j Nguyễn Hữu Cảnh, Thạnh Mỹ Tây, Hồ Chí Minh, Vietnam",+84 914 408 621,https://asia-prop.com/,5,57,"https://www.google.com/maps/search/?api=1&query=Suzuki%20Real%20Estate%20Vietnam&query_place_id=ChIJ6YTILxEvdTER8pncUL4E_y4","property management company Ho Chi Minh City"
72,"Saigon Properties","Real estate rental agency","Vincom Center, 72 Le Thanh Ton, Ben Nghe ward, district 1, Room 17-11, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 903 946 517,https://www.saigonproperties.com/,2.5,2,"https://www.google.com/maps/search/?api=1&query=Saigon%20Properties&query_place_id=ChIJ2-b1LkkvdTERq84F8mOAiaQ","property management company Ho Chi Minh City"
73,"Bất Động Sản Nhà Phố Corner Land","Property management company","118 Pasteur, Sài Gòn, Hồ Chí Minh, Vietnam",+84 944 555 605,https://nhagoc.vn/,5,15,"https://www.google.com/maps/search/?api=1&query=B%E1%BA%A5t%20%C4%90%E1%BB%99ng%20S%E1%BA%A3n%20Nh%C3%A0%20Ph%E1%BB%91%20Corner%20Land&query_place_id=ChIJdyG0s_wvdTER0CGP6JZ0X0s","property management company Ho Chi Minh City"
74,"Windsor Property Management Group Corporation (WMC GROUP)","Property management company","193 Trần Hưng Đạo, Cầu Ông Lãnh, Hồ Chí Minh, Vietnam",+84 28 3838 8900,http://www.wmcvietnam.com/,5,3,"https://www.google.com/maps/search/?api=1&query=Windsor%20Property%20Management%20Group%20Corporation%20(WMC%20GROUP)&query_place_id=ChIJiW0EcRYvdTERspgsw-8VwtQ","property management company Ho Chi Minh City"
75,"Essential Property Management","Property management company","08 Nguyễn Huệ, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 911 905 726,,,0,"https://www.google.com/maps/search/?api=1&query=Essential%20Property%20Management&query_place_id=ChIJG-VhJCYvdTER5Hffif01idU","property management company Ho Chi Minh City"
76,"ProHOUSE Real Estate","Real estate rental agency","D3.06 The Symphony, Midtown M6, Street no 16, Tân Mỹ, Hồ Chí Minh 700000, Vietnam",+84 908 280 293,http://www.prohouse.com.vn/,4.8,63,"https://www.google.com/maps/search/?api=1&query=ProHOUSE%20Real%20Estate&query_place_id=ChIJKdXTpWAldTERy2mP5N1ErQA","property management company Ho Chi Minh City"
77,"THE EMPEROR OF SAIGON","Short term apartment rental agency","155 Bến Vân Đồn, Khánh Hội, Hồ Chí Minh 70000, Vietnam",+84 962 202 351,https://blog.naver.com/tony_park1,5,86,"https://www.google.com/maps/search/?api=1&query=THE%20EMPEROR%20OF%20SAIGON&query_place_id=ChIJ1ffODSAvdTER6zpVmlznE94","property management company Ho Chi Minh City"
78,"Property Hub Vietnam","Real estate agency","720A Điện Biên Phủ, Khu Tân Cảng, Thạnh Mỹ Tây, Hồ Chí Minh 700000, Vietnam",+84 938 398 680,,5,1,"https://www.google.com/maps/search/?api=1&query=Property%20Hub%20Vietnam&query_place_id=ChIJvWPgwYIpdTERmgjckKpL-s0","property management company Ho Chi Minh City"
79,"AProperties Vietnam","Real estate developer","MOT BAY CHIN, 179 Điện Biên Phủ, Tân Định, Hồ Chí Minh, Vietnam",+84 906 905 883,https://www.aproperties.vn/,5,1,"https://www.google.com/maps/search/?api=1&query=AProperties%20Vietnam&query_place_id=ChIJDWHZqLgvdTERVeTZ0_RmN50","property management company Ho Chi Minh City"
80,"Premier Realty","Property administration service","92 Nguyễn Hữu Cảnh, Saigon Pearl, Thạnh Mỹ Tây, Hồ Chí Minh 700000, Vietnam",+84 908 078 995,https://premierrealty.vn/,5,12,"https://www.google.com/maps/search/?api=1&query=Premier%20Realty&query_place_id=ChIJxZEQnasodTERFTT4RFn2cN0","property management company Ho Chi Minh City"
81,"168 Property","Real estate agency","B19.01, 12 Quốc Hương, Street, An Khánh, Hồ Chí Minh, Vietnam",+84 938 622 338,https://168property.vn/,4.7,55,"https://www.google.com/maps/search/?api=1&query=168%20Property&query_place_id=ChIJz4MdxMondTERCujoSmM9sRE","property management company Ho Chi Minh City"
82,"The Waterfront Saigon","Office space rental agency","1-1A-2, Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/toa-nha-the-waterfront-saigon.html,4,80,"https://www.google.com/maps/search/?api=1&query=The%20Waterfront%20Saigon&query_place_id=ChIJT6Dc4U4vdTERc1qmr_s_S1I","offices Ho Chi Minh City Vietnam"
83,"Hoozing Company","Real estate consultant","126 Trương Văn Bang, Cát Lái, Hồ Chí Minh, Vietnam",+84 906 663 265,https://hoozing.com/,4.7,66,"https://www.google.com/maps/search/?api=1&query=Hoozing%20Company&query_place_id=ChIJVX-9lH0vdTER-FERsR0STdU","property management company Ho Chi Minh City"
84,"Highgate Vietnam","Property management company","Empress Tower, 142 Hai Bà Trưng, Sài Gòn, Hồ Chí Minh 100000, Vietnam",+84 28 7300 4247,http://www.highgate.vn/,2.3,3,"https://www.google.com/maps/search/?api=1&query=Highgate%20Vietnam&query_place_id=ChIJFTNjrjIvdTER4knrmQJVmuo","property management company Ho Chi Minh City"
85,"PD Real Estate Co., Ltd","Industrial real estate agency","37 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh 700000, Vietnam",,https://www.pdreal.com/,5,2,"https://www.google.com/maps/search/?api=1&query=PD%20Real%20Estate%20Co.%2C%20Ltd&query_place_id=ChIJ43kb8movdTEROFv9tGprdFQ","property management company Ho Chi Minh City"
86,"Saigon Property","Real estate consultant","246 Cống Quỳnh, Cầu Ông Lãnh, Hồ Chí Minh 70000, Vietnam",+84 906 879 828,https://saigonproperty.vn/,5,10,"https://www.google.com/maps/search/?api=1&query=Saigon%20Property&query_place_id=ChIJPb_NofUvdTERFI8vZ7RoH-M","property management company Ho Chi Minh City"
87,"IPS - Independent Property Service","Property management company","04 Đường Số 4, KBT Sông Ông Lớn, Bình Hưng, Hồ Chí Minh 700000, Vietnam",+84 918 807 863,https://ipscorp.vn/,4.9,52,"https://www.google.com/maps/search/?api=1&query=IPS%20-%20Independent%20Property%20Service&query_place_id=ChIJX47iZssvdTERGPuCuU2PBp4","property management company Ho Chi Minh City"
88,"Văn phòng hạng A - Office Saigon","Office space rental agency","100 Nguyễn Huệ, Sài Gòn, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/van-phong-hang-a.html,5,7,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20h%E1%BA%A1ng%20A%20-%20Office%20Saigon&query_place_id=ChIJT64AEOAvdTERAkeu1VOTL7I","offices Ho Chi Minh City Vietnam"
89,"Thuê văn phòng tại tòa nhà CJ Tower - Office Saigon","Office space rental agency","6 Lê Thánh Tôn, Sài Gòn, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/toa-nha-cj-tower.html,5,3,"https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20v%C4%83n%20ph%C3%B2ng%20t%E1%BA%A1i%20t%C3%B2a%20nh%C3%A0%20CJ%20Tower%20-%20Office%20Saigon&query_place_id=ChIJqd7i0NYvdTERHA8mJW-jK4k","offices Ho Chi Minh City Vietnam"
90,"Văn phòng hạng B - Office Saigon","Office space rental agency","1 Võ Văn Tần, Xuân Hòa, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/van-phong-hang-b.html,5,8,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20h%E1%BA%A1ng%20B%20-%20Office%20Saigon&query_place_id=ChIJz8WrXeAvdTERNUxH9WMvw9k","offices Ho Chi Minh City Vietnam"
91,"Văn phòng cho thuê quận 1 - Office Saigon","Office space rental agency","115 Nguyễn Huệ, Sài Gòn, Hồ Chí Minh 70000, Vietnam",+84 987 110 011,https://www.officesaigon.vn/van-phong-cho-thue-quan-1.html,5,9,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20cho%20thu%C3%AA%20qu%E1%BA%ADn%201%20-%20Office%20Saigon&query_place_id=ChIJq6EOXHMndTERdG3RXpX0umw","offices Ho Chi Minh City Vietnam"
92,"Tòa nhà Saigon Riverside Office Center - Office Saigon","Office space rental agency","2-3 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/toa-nha-saigon-river-side-office-building.html,4.2,210,"https://www.google.com/maps/search/?api=1&query=T%C3%B2a%20nh%C3%A0%20Saigon%20Riverside%20Office%20Center%20-%20Office%20Saigon&query_place_id=ChIJ3UD2Xk8vdTERnCSm5jGO1Bw","offices Ho Chi Minh City Vietnam"
93,"Văn phòng cho thuê quận 4 - Office Saigon","Office space rental agency","3 Đ. Nguyễn Tất Thành, Xóm Chiếu, Hồ Chí Minh 700000, Vietnam",+84 987 110 011,https://www.officesaigon.vn/van-phong-cho-thue-quan-4.html,5,12,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20cho%20thu%C3%AA%20qu%E1%BA%ADn%204%20-%20Office%20Saigon&query_place_id=ChIJ8_9HU6svdTERYo1C-wpK6yg","offices Ho Chi Minh City Vietnam"
94,"Văn phòng trọn gói Quận 1 - Office Saigon","Office space rental agency","33 Lê Duẩn, Sài Gòn, Hồ Chí Minh, Vietnam",+84 987 110 011,https://www.officesaigon.vn/van-phong-tron-goi-quan-1.html,5,9,"https://www.google.com/maps/search/?api=1&query=V%C4%83n%20ph%C3%B2ng%20tr%E1%BB%8Dn%20g%C3%B3i%20Qu%E1%BA%ADn%201%20-%20Office%20Saigon&query_place_id=ChIJtyo7QF4vdTERMy5snUKfb00","offices Ho Chi Minh City Vietnam"
95,"Tòa nhà Friendship Tower - Office Saigon","Office space rental agency","31 Lê Duẩn, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 987 110 011,https://www.officesaigon.vn/toa-nha-friendship-tower.html,5,5,"https://www.google.com/maps/search/?api=1&query=T%C3%B2a%20nh%C3%A0%20Friendship%20Tower%20-%20Office%20Saigon&query_place_id=ChIJ5a2_sI0vdTER_U180xLs9kE","offices Ho Chi Minh City Vietnam"
96,"Cushman & Wakefield Vietnam","Commercial real estate agency","Lim Tower, 9 - 11 Tôn Đức Thắng, street, Sài Gòn, Hồ Chí Minh 700000, Vietnam",+84 28 3823 7968,https://www.cushmanwakefield.com/vi-vn/vietnam,4.8,6,"https://www.google.com/maps/search/?api=1&query=Cushman%20%26%20Wakefield%20Vietnam&query_place_id=ChIJR9uJ2EcvdTERCnmbp_gxSvs","property management company Ho Chi Minh City"
97,"Skycure Serviced Apartments","Extended stay hotel","102A Tôn Thất Tùng, Bến Thành, Hồ Chí Minh 700000, Vietnam",+84 989 664 479,,4.8,24,"https://www.google.com/maps/search/?api=1&query=Skycure%20Serviced%20Apartments&query_place_id=ChIJkewsZJYvdTERLiRxFiGJqrE","serviced apartments Ho Chi Minh City"
98,"NTA Tower (Offices and Hotel-serviced Apartments)","Hotel","171-173 Điện Biên Phủ, Tân Định, Hồ Chí Minh 700000, Vietnam",+84 28 3914 9999,https://www.ntatower.com/,4.2,73,"https://www.google.com/maps/search/?api=1&query=NTA%20Tower%20(Offices%20and%20Hotel-serviced%20Apartments)&query_place_id=ChIJyXsFt8cvdTERufOfb-ilAXI","serviced apartments Ho Chi Minh City"
99,"Lavis 18 Residence Ho Chi Minh City","Furnished apartment building","18 Street No.3, Ward 4, Bàn Cờ, Hồ Chí Minh 700000, Vietnam",+84 28 3929 6923,https://lavis18.com/,4.1,157,"https://www.google.com/maps/search/?api=1&query=Lavis%2018%20Residence%20Ho%20Chi%20Minh%20City&query_place_id=ChIJ1wONXSEvdTERcf8jSTN_W_o","serviced apartments Ho Chi Minh City"
100,"Quán Lười - Work and Study Space","Coworking space","402 Đ. Nguyễn Văn Trỗi, Phú Lợi, Hồ Chí Minh, Vietnam",+84 965 295 264,,4.8,23,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20L%C6%B0%E1%BB%9Di%20-%20Work%20and%20Study%20Space&query_place_id=ChIJy-euZI_RdDER-Doc_chWRVk","coworking space Ho Chi Minh City Vietnam"
